SUBURB,POSTCODE,STATE,ZONE
RINGWOOD NORTH,3134,VIC,MEL
WARRANWOOD,3134,VIC,MEL
HEATHMONT,3135,VIC,MEL
RINGWOOD EAST,3135,VIC,MEL
CROYDON,3136,VIC,MEL
CROYDON HILLS,3136,VIC,MEL
CROYDON NORTH,3136,VIC,MEL
CROYDON SOUTH,3136,VIC,MEL
KILSYTH,3137,VIC,MEL
KILSYTH SOUTH,3137,VIC,MEL
MOOROOLBARK,3138,VIC,MEL
LILYDALE,3140,VIC,MEL
SOUTH YARRA,3141,VIC,MEL
HAWKSBURN,3142,VIC,MEL
TOORAK,3142,VIC,MEL
ARMADALE,3143,VIC,MEL
ARMADALE NORTH,3143,VIC,MEL
KOOYONG,3144,VIC,MEL
MALVERN,3144,VIC,MEL
MALVERN NORTH,3144,VIC,MEL
CAULFIELD EAST,3145,VIC,MEL
MALVERN EAST,3145,VIC,MEL
GLEN IRIS,3146,VIC,MEL
ASHBURTON,3147,VIC,MEL
ASHWOOD,3147,VIC,MEL
CHADSTONE,3148,VIC,MEL
CHADSTONE CENTRE,3148,VIC,MEL
MOUNT WAVERLEY,3149,VIC,MEL
BRANDON PARK,3150,VIC,MEL
GLEN WAVERLEY,3150,VIC,MEL
WHEELERS HILL,3150,VIC,MEL
BURWOOD EAST,3151,VIC,MEL
BURWOOD HEIGHTS,3151,VIC,MEL
KNOX CITY CENTRE,3152,VIC,MEL
WANTIRNA,3152,VIC,MEL
WANTIRNA SOUTH,3152,VIC,MEL
BAYSWATER,3153,VIC,MEL
BAYSWATER NORTH,3153,VIC,MEL
THE BASIN,3154,VIC,MEL
BORONIA,3155,VIC,MEL
FERNTREE GULLY,3156,VIC,MEL
LYSTERFIELD,3156,VIC,MEL
LYSTERFIELD SOUTH,3156,VIC,MEL
MOUNTAIN GATE,3156,VIC,MEL
CAULFIELD JUNCTION,3161,VIC,MEL
CAULFIELD NORTH,3161,VIC,MEL
CAULFIELD,3162,VIC,MEL
CAULFIELD SOUTH,3162,VIC,MEL
CARNEGIE,3163,VIC,MEL
GLEN HUNTLY,3163,VIC,MEL
MURRUMBEENA,3163,VIC,MEL
DANDENONG SOUTH,3164,VIC,MEL
BENTLEIGH EAST,3165,VIC,MEL
HUGHESDALE,3166,VIC,MEL
HUNTINGDALE,3166,VIC,MEL
OAKLEIGH,3166,VIC,MEL
OAKLEIGH EAST,3166,VIC,MEL
OAKLEIGH SOUTH,3167,VIC,MEL
CLAYTON,3168,VIC,MEL
NOTTING HILL,3168,VIC,MEL
CLARINDA,3169,VIC,MEL
CLAYTON SOUTH,3169,VIC,MEL
MULGRAVE,3170,VIC,MEL
SPRINGVALE,3171,VIC,MEL
DINGLEY,3172,VIC,MEL
DINGLEY VILLAGE,3172,VIC,MEL
SPRINGVALE SOUTH,3172,VIC,MEL
KEYSBOROUGH,3173,VIC,MEL
NOBLE PARK,3174,VIC,MEL
NOBLE PARK EAST,3174,VIC,MEL
NOBLE PARK NORTH,3174,VIC,MEL
BANGHOLME,3175,VIC,MEL
DANDENONG,3175,VIC,MEL
DANDENONG EAST,3175,VIC,MEL
DANDENONG NORTH,3175,VIC,MEL
DANDENONG PLAZA,3175,VIC,MEL
DANDENONG SOUTH,3175,VIC,MEL
SCORESBY BC,3176,VIC,MEL
DOVETON,3177,VIC,MEL
EUMEMMERRING,3177,VIC,MEL
ROWVILLE,3178,VIC,MEL
SCORESBY,3179,VIC,MEL
KNOXFIELD,3180,VIC,MEL
PRAHRAN,3181,VIC,MEL
PRAHRAN EAST,3181,VIC,MEL
WINDSOR,3181,VIC,MEL
SAINT KILDA,3182,VIC,MEL
ST KILDA,3182,VIC,MEL
ST KILDA SOUTH,3182,VIC,MEL
ST KILDA WEST,3182,VIC,MEL
BALACLAVA,3183,VIC,MEL
ST KILDA EAST,3183,VIC,MEL
BRIGHTON ROAD,3184,VIC,MEL
ELWOOD,3184,VIC,MEL
ELSTERNWICK,3185,VIC,MEL
GARDENVALE,3185,VIC,MEL
RIPPONLEA,3185,VIC,MEL
BRIGHTON,3186,VIC,MEL
BRIGHTON NORTH,3186,VIC,MEL
BRIGHTON EAST,3187,VIC,MEL
NORTH ROAD,3187,VIC,MEL
HAMPTON,3188,VIC,MEL
HAMPTON EAST,3188,VIC,MEL
HAMPTON NORTH,3188,VIC,MEL
MOORABBIN,3189,VIC,MEL
MOORABBIN EAST,3189,VIC,MEL
HIGHETT,3190,VIC,MEL
SANDRINGHAM,3191,VIC,MEL
CHELTENHAM,3192,VIC,MEL
CHELTENHAM EAST,3192,VIC,MEL
CHELTENHAM NORTH,3192,VIC,MEL
SOUTHLAND CENTRE,3192,VIC,MEL
BEAUMARIS,3193,VIC,MEL
BLACK ROCK,3193,VIC,MEL
MENTONE,3194,VIC,MEL
MENTONE EAST,3194,VIC,MEL
MOORABBIN AIRPORT,3194,VIC,MEL
ASPENDALE,3195,VIC,MEL
ASPENDALE GARDENS,3195,VIC,MEL
BRAESIDE,3195,VIC,MEL
MORDIALLOC,3195,VIC,MEL
MORDIALLOC NORTH,3195,VIC,MEL
PARKDALE,3195,VIC,MEL
WATERWAYS,3195,VIC,MEL
BONBEACH,3196,VIC,MEL
CHELSEA,3196,VIC,MEL
CHELSEA HEIGHTS,3196,VIC,MEL
EDITHVALE,3196,VIC,MEL
CARRUM,3197,VIC,MEL
PATTERSON LAKES,3197,VIC,MEL
SEAFORD,3198,VIC,MEL
FRANKSTON,3199,VIC,MEL
FRANKSTON EAST,3199,VIC,MEL
FRANKSTON HEIGHTS,3199,VIC,MEL
FRANKSTON SOUTH,3199,VIC,MEL
KARINGAL,3199,VIC,MEL
FRANKSTON NORTH,3200,VIC,MEL
CARRUM DOWNS,3201,VIC,MEL
HEATHERTON,3202,VIC,MEL
BENTLEIGH,3204,VIC,MEL
MCKINNON,3204,VIC,MEL
ORMOND,3204,VIC,MEL
SOUTH MELBOURNE,3205,VIC,MEL
SOUTH MELBOURNE DC,3205,VIC,MEL
ALBERT PARK,3206,VIC,MEL
MIDDLE PARK,3206,VIC,MEL
GARDEN CITY,3207,VIC,MEL
PORT MELBOURNE,3207,VIC,MEL
LARA,3212,VIC,GEE
LOVELY BANKS,3213,VIC,GEE
CORIO,3214,VIC,GEE
NORLANE,3214,VIC,GEE
NORTH SHORE,3214,VIC,GEE
BELL PARK,3215,VIC,GEE
BELL POST HILL,3215,VIC,GEE
DRUMCONDRA,3215,VIC,GEE
GEELONG NORTH,3215,VIC,GEE
HAMLYN HEIGHTS,3215,VIC,GEE
NORTH GEELONG,3215,VIC,GEE
RIPPLESIDE,3215,VIC,GEE
BELMONT,3216,VIC,GEE
GROVEDALE,3216,VIC,GEE
GROVEDALE EAST,3216,VIC,GEE
HIGHTON,3216,VIC,GEE
MARSHALL,3216,VIC,GEE
WANDANA HEIGHTS,3216,VIC,GEE
WAURN PONDS,3216,VIC,GEE
ARMSTRONG CREEK,3217,VIC,GEE
CHARLEMONT,3217,VIC,GEE
DEAKIN UNIVERSITY,3217,VIC,GEE
MOUNT DUNEED,3217,VIC,GEE
FYANSFORD,3218,VIC,GEE
GEELONG WEST,3218,VIC,GEE
HERNE HILL,3218,VIC,GEE
MANIFOLD HEIGHTS,3218,VIC,GEE
BREAKWATER,3219,VIC,GEE
EAST GEELONG,3219,VIC,GEE
NEWCOMB,3219,VIC,GEE
ST ALBANS PARK,3219,VIC,GEE
THOMSON,3219,VIC,GEE
WHITTINGTON,3219,VIC,GEE
BAREENA,3220,VIC,GEE
GEELONG,3220,VIC,GEE
NEWTOWN,3220,VIC,GEE
SOUTH GEELONG,3220,VIC,GEE
BELLARINE,3221,VIC,GEE
CERES,3221,VIC,GEE
GEELONG MC,3221,VIC,GEE
MOOLAP,3221,VIC,GEE
CLIFTON SPRINGS,3222,VIC,GEE
CURLEWIS,3222,VIC,GEE
DRYSDALE,3222,VIC,GEE
MANNERIM,3222,VIC,GEE
MARCUS HILL,3222,VIC,GEE
WALLINGTON,3222,VIC,GEE
BELLARINE,3223,VIC,GEE
INDENTED HEAD,3223,VIC,GEE
PORTARLINGTON,3223,VIC,GEE
SAINT LEONARDS,3223,VIC,GEE
ST LEONARDS,3223,VIC,GEE
LEOPOLD,3224,VIC,GEE
MOOLAP,3224,VIC,GEE
POINT LONSDALE,3225,VIC,GEE
QUEENSCLIFF,3225,VIC,GEE
SWAN BAY,3225,VIC,GEE
OCEAN GROVE,3226,VIC,GEE
BARWON HEADS,3227,VIC,GEE
BREAMLEA,3227,VIC,GEE
CONNEWARRE,3227,VIC,GEE
JAN JUC,3228,VIC,GEE
TORQUAY,3228,VIC,GEE
COLAC,3250,VIC,GEE
COLAC EAST,3250,VIC,GEE
COLAC WEST,3250,VIC,GEE
ELLIMINYT,3250,VIC,GEE
BANNOCKBURN,3331,VIC,GEE
GHERINGHAP,3331,VIC,GEE
BONNIE BROOK,3335,VIC,MEL
PLUMPTON,3335,VIC,MEL
ROCKBANK,3335,VIC,MEL
THORNHILL PARK,3335,VIC,MEL
AINTREE,3336,VIC,MEL
DEANSIDE,3336,VIC,MEL
FRASER RISE,3336,VIC,MEL
HARKNESS,3337,VIC,MEL
KURUNJANG,3337,VIC,MEL
MELTON,3337,VIC,MEL
MELTON WEST,3337,VIC,MEL
TOOLERN VALE,3337,VIC,MEL
BROOKFIELD,3338,VIC,MEL
MELTON SOUTH,3338,VIC,MEL
WEIR VIEWS,3338,VIC,MEL
BACCHUS MARSH,3340,VIC,MEL
DARLEY,3340,VIC,MEL
HOPETOUN PARK,3340,VIC,MEL
LONG FOREST,3340,VIC,MEL
MADDINGLEY,3340,VIC,MEL
PARWAN,3340,VIC,MEL
ALFREDTON,3350,VIC,GEE
BAKERY HILL,3350,VIC,GEE
BALLARAT,3350,VIC,GEE
BALLARAT CENTRAL,3350,VIC,GEE
BALLARAT EAST,3350,VIC,GEE
BALLARAT NORTH,3350,VIC,GEE
BALLARAT WEST,3350,VIC,GEE
BLACK HILL,3350,VIC,GEE
BROWN HILL,3350,VIC,GEE
CANADIAN,3350,VIC,GEE
EUREKA,3350,VIC,GEE
GOLDEN POINT,3350,VIC,GEE
INVERMAY PARK,3350,VIC,GEE
LAKE WENDOUREE,3350,VIC,GEE
LUCAS,3350,VIC,GEE
MOUNT CLEAR,3350,VIC,GEE
MOUNT HELEN,3350,VIC,GEE
MOUNT PLEASANT,3350,VIC,GEE
NERRINA,3350,VIC,GEE
NEWINGTON,3350,VIC,GEE
REDAN,3350,VIC,GEE
SOLDIERS HILL,3350,VIC,GEE
SOVEREIGN HILL,3350,VIC,GEE
CARDIGAN,3352,VIC,GEE
INVERMAY,3352,VIC,GEE
MINERS REST,3352,VIC,GEE
MITCHELL PARK,3352,VIC,GEE
BALLARAT,3353,VIC,GEE
BALLARAT MC,3354,VIC,GEE
LAKE GARDENS,3355,VIC,GEE
MITCHELL PARK,3355,VIC,GEE
WENDOUREE,3355,VIC,GEE
WENDOUREE VILLAGE,3355,VIC,GEE
DELACOMBE,3356,VIC,GEE
SEBASTOPOL,3356,VIC,GEE
BUNINYONG,3357,VIC,GEE
WINTER VALLEY,3358,VIC,GEE
DIGGERS REST,3427,VIC,MEL
PLUMPTON,3427,VIC,MEL
SUNBURY,3429,VIC,MEL
GISBORNE,3437,VIC,MEL
GISBORNE SOUTH,3437,VIC,MEL
NEW GISBORNE,3438,VIC,MEL
CADELLO,3442,VIC,MEL
MALMSBURY,3446,VIC,BEN
TARADALE,3447,VIC,BEN
ELPHINSTONE,3448,VIC,BEN
CASTLEMAINE,3450,VIC,BEN
CAMPBELLS CREEK,3451,VIC,BEN
CHEWTON,3451,VIC,BEN
MCKENZIE HILL,3451,VIC,BEN
HARCOURT,3453,VIC,BEN
MALDON,3463,VIC,BEN
MARONG,3515,VIC,BEN
ARGYLE,3523,VIC,BEN
HEATHCOTE,3523,VIC,BEN
BENDIGO,3550,VIC,BEN
BENDIGO SOUTH,3550,VIC,BEN
EAST BENDIGO,3550,VIC,BEN
FLORA HILL,3550,VIC,BEN
IRONBARK,3550,VIC,BEN
KENNINGTON,3550,VIC,BEN
LONG GULLY,3550,VIC,BEN
NORTH BENDIGO,3550,VIC,BEN
QUARRY HILL,3550,VIC,BEN
SPRING GULLY,3550,VIC,BEN
STRATHDALE,3550,VIC,BEN
WEST BENDIGO,3550,VIC,BEN
WHITE HILLS,3550,VIC,BEN
ASCOT,3551,VIC,BEN
AXEDALE,3551,VIC,BEN
BAGSHOT,3551,VIC,BEN
BENDIGO FORWARD,3551,VIC,BEN
EPSOM,3551,VIC,BEN
HUNTLY,3551,VIC,BEN
JUNORTOUN,3551,VIC,BEN
MAIDEN GULLY,3551,VIC,BEN
MANDURANG,3551,VIC,BEN
STRATHFIELDSAYE,3551,VIC,BEN
BENDIGO,3552,VIC,BEN
BENDIGO DC,3554,VIC,BEN
BIG HILL,3555,VIC,BEN
GOLDEN GULLY,3555,VIC,BEN
GOLDEN SQUARE,3555,VIC,BEN
KANGAROO FLAT,3555,VIC,BEN
LANSELL PLAZA,3555,VIC,BEN
CALIFORNIA GULLY,3556,VIC,BEN
EAGLEHAWK,3556,VIC,BEN
JACKASS FLAT,3556,VIC,BEN
MYERS FLAT,3556,VIC,BEN
SAILORS GULLY,3556,VIC,BEN
WANGARATTA,3676,NSW,ALB
WANGARATTA,3677,NSW,ALB
WANGARATTA WEST,3677,NSW,ALB
BOWSER,3678,NSW,ALB
EAST WANGARATTA,3678,NSW,ALB
EVERTON,3678,NSW,ALB
EVERTON UPPER,3678,NSW,ALB
MILAWA,3678,NSW,ALB
NORTH WANGARATTA,3678,NSW,ALB
OXLEY,3678,NSW,ALB
OXLEY FLATS,3678,NSW,ALB
TARRAWINGEE,3678,NSW,ALB
WALDARA,3678,NSW,ALB
WANGARATTA FORWARD,3678,NSW,ALB
CHILTERN,3683,NSW,ALB
INDIGO,3683,NSW,ALB
LAKE MOODEMERE,3685,NSW,ALB
RUTHERGLEN,3685,NSW,ALB
WAHGUNYAH,3687,NSW,ALB
BARNAWARTHA,3688,NSW,ALB
BARNAWARTHA NORTH,3688,NSW,ALB
INDIGO UPPER,3688,NSW,ALB
WODONGA,3689,NSW,ALB
WEST WODONGA,3690,NSW,ALB
WODONGA,3690,NSW,ALB
WODONGA PLAZA,3690,NSW,ALB
BANDIANA,3691,NSW,ALB
BARANDUDA,3691,NSW,ALB
BARNAWARTHA NORTH,3691,NSW,ALB
GATEWAY ISLAND,3691,NSW,ALB
HUON CREEK,3691,NSW,ALB
KIEWA,3691,NSW,ALB
KILLARA,3691,NSW,ALB
LENEVA,3691,NSW,ALB
TANGAMBALANGA,3691,NSW,ALB
WODONGA FORWARD,3691,NSW,ALB
BANDIANA,3694,NSW,ALB
BANDIANA MILPO,3694,NSW,ALB
BUNDALONG,3730,NSW,ALB
YARRAWONGA,3730,NSW,ALB
MYRTLEFORD,3737,NSW,ALB
OVENS,3738,NSW,ALB
EUROBIN,3739,NSW,ALB
POREPUNKAH,3740,NSW,ALB
BRIGHT,3741,NSW,ALB
BEECHWORTH,3747,NSW,ALB
SILVER CREEK,3747,NSW,ALB
STANLEY,3747,NSW,ALB
YACKANDANDAH,3749,NSW,ALB
SOUTH MORANG,3752,VIC,MEL
DOREEN,3754,VIC,MEL
MERNDA,3754,VIC,MEL
MONASH UNIVERSITY,3800,VIC,MEL
ENDEAVOUR HILLS,3802,VIC,MEL
HALLAM,3803,VIC,MEL
NARRE WARREN NORTH,3804,VIC,MEL
FOUNTAIN GATE,3805,VIC,MEL
NARRE WARREN,3805,VIC,MEL
NARRE WARREN SOUTH,3805,VIC,MEL
BERWICK,3806,VIC,MEL
BEACONSFIELD,3807,VIC,MEL
OFFICER,3809,VIC,MEL
PAKENHAM,3810,VIC,MEL
PAKENHAM SOUTH,3810,VIC,MEL
LANGWARRIN,3910,VIC,MEL
BAXTER,3911,VIC,MEL
LANGWARRIN SOUTH,3911,VIC,MEL
PEARCEDALE,3912,VIC,MEL
SOMERVILLE,3912,VIC,MEL
TYABB,3913,VIC,MEL
HASTINGS,3915,VIC,MEL
TUERONG,3915,VIC,MEL
MERRICKS,3916,VIC,MEL
POINT LEO,3916,VIC,MEL
SHOREHAM,3916,VIC,MEL
BITTERN,3918,VIC,MEL
CRIB POINT,3919,VIC,MEL
FLINDERS NAVAL DEPOT,3920,VIC,MEL
BALNARRING,3926,VIC,MEL
BALNARRING BEACH,3926,VIC,MEL
MERRICKS BEACH,3926,VIC,MEL
MERRICKS NORTH,3926,VIC,MEL
SOMERS,3927,VIC,MEL
MAIN RIDGE,3928,VIC,MEL
FLINDERS,3929,VIC,MEL
MOUNT ELIZA,3930,VIC,MEL
MORNINGTON,3931,VIC,MEL
MOOROODUC,3933,VIC,MEL
MOUNT MARTHA,3934,VIC,MEL
ARTHURS SEAT,3936,VIC,MEL
DROMANA,3936,VIC,MEL
SAFETY BEACH,3936,VIC,MEL
RED HILL,3937,VIC,MEL
RED HILL SOUTH,3937,VIC,MEL
MCCRAE,3938,VIC,MEL
BONEO,3939,VIC,MEL
CAPE SCHANCK,3939,VIC,MEL
FINGAL,3939,VIC,MEL
ROSEBUD,3939,VIC,MEL
ROSEBUD PLAZA,3939,VIC,MEL
CAPEL SOUND,3940,VIC,MEL
ROSEBUD WEST,3940,VIC,MEL
RYE,3941,VIC,MEL
ST ANDREWS BEACH,3941,VIC,MEL
TOOTGAROOK,3941,VIC,MEL
BLAIRGOWRIE,3942,VIC,MEL
SORRENTO,3943,VIC,MEL
PORTSEA,3944,VIC,MEL
LYNBROOK,3975,VIC,MEL
LYNDHURST,3975,VIC,MEL
HAMPTON PARK,3976,VIC,MEL
BOTANIC RIDGE,3977,VIC,MEL
CRANBOURNE,3977,VIC,MEL
CRANBOURNE EAST,3977,VIC,MEL
CRANBOURNE NORTH,3977,VIC,MEL
CRANBOURNE SOUTH,3977,VIC,MEL
CRANBOURNE WEST,3977,VIC,MEL
DEVON MEADOWS,3977,VIC,MEL
FIVE WAYS,3977,VIC,MEL
JUNCTION VILLAGE,3977,VIC,MEL
SANDHURST,3977,VIC,MEL
SKYE,3977,VIC,MEL
BRISBANE,4000,QLD,BRI
BRISBANE ADELAIDE STREET,4000,QLD,BRI
BRISBANE CITY,4000,QLD,BRI
BRISBANE CITY DC,4000,QLD,BRI
BRISBANE GPO,4000,QLD,BRI
BRISBANE-CITY,4000,QLD,BRI
PARLIAMENT HOUSE,4000,QLD,BRI
PETRIE TERRACE,4000,QLD,BRI
SPRING HILL,4000,QLD,BRI
BRISBANE,4001,QLD,BRI
CENTRAL PLAZA,4001,QLD,BRI
RIVERSIDE CENTRE,4001,QLD,BRI
WATERFRONT PLACE,4001,QLD,BRI
BRISBANE ALBERT STREET BC,4002,QLD,BRI
CITY EAST,4002,QLD,BRI
WINTERGARDEN,4002,QLD,BRI
GEORGE STREET,4003,QLD,BRI
SPRING HILL,4004,QLD,BRI
NEW FARM,4005,QLD,BRI
TENERIFFE,4005,QLD,BRI
BOWEN BRIDGE,4006,QLD,BRI
BOWEN HILLS,4006,QLD,BRI
BRISBANE EXHIBITION,4006,QLD,BRI
FORTITUDE VALLEY,4006,QLD,BRI
FORTITUDE VALLEY BC,4006,QLD,BRI
HERSTON,4006,QLD,BRI
MAYNE,4006,QLD,BRI
NEWSTEAD,4006,QLD,BRI
ASCOT,4007,QLD,BRI
BRISBANE AIRPORT,4007,QLD,BRI
DOOMBEN,4007,QLD,BRI
HAMILTON,4007,QLD,BRI
HAMILTON CENTRAL,4007,QLD,BRI
WHINSTANES,4007,QLD,BRI
BRISBANE AIRPORT,4008,QLD,BRI
BULWER ISLAND,4008,QLD,BRI
MEEANDAH,4008,QLD,BRI
MYRTLETOWN,4008,QLD,BRI
PINKENBA,4008,QLD,BRI
EAGLE FARM,4009,QLD,BRI
EAGLE FARM BC,4009,QLD,BRI
ALBION,4010,QLD,BRI
ALBION BC,4010,QLD,BRI
ALBION DC,4010,QLD,BRI
BREAKFAST CREEK,4010,QLD,BRI
CLAYFIELD,4011,QLD,BRI
EAGLE JUNCTION,4011,QLD,BRI
HENDRA,4011,QLD,BRI
NUNDAH,4012,QLD,BRI
TOOMBUL,4012,QLD,BRI
WAVELL HEIGHTS,4012,QLD,BRI
WAVELL HEIGHTS NORTH,4012,QLD,BRI
NORTHGATE,4013,QLD,BRI
NORTHGATE MC,4013,QLD,BRI
BANYO,4014,QLD,BRI
NUDGEE,4014,QLD,BRI
NUDGEE BEACH,4014,QLD,BRI
VIRGINIA,4014,QLD,BRI
VIRGINIA BC,4014,QLD,BRI
VIRGINIA DC,4014,QLD,BRI
BRACKEN RIDGE,4017,QLD,BRI
BRIGHTON,4017,QLD,BRI
BRIGHTON EVENTIDE,4017,QLD,BRI
BRIGHTON NATHAN STREET,4017,QLD,BRI
DEAGON,4017,QLD,BRI
NASHVILLE,4017,QLD,BRI
SANDGATE,4017,QLD,BRI
SANDGATE DC,4017,QLD,BRI
SHORNCLIFFE,4017,QLD,BRI
FITZGIBBON,4018,QLD,BRI
TAIGUM,4018,QLD,BRI
CLONTARF,4019,QLD,BRI
CLONTARF BEACH,4019,QLD,BRI
CLONTARF DC,4019,QLD,BRI
HUMPYBONG,4019,QLD,BRI
MARGATE,4019,QLD,BRI
MARGATE BEACH,4019,QLD,BRI
SCOTTS POINT,4019,QLD,BRI
WOODY POINT,4019,QLD,BRI
NEWPORT,4020,QLD,BRI
REDCLIFFE,4020,QLD,BRI
REDCLIFFE NORTH,4020,QLD,BRI
SCARBOROUGH,4020,QLD,BRI
KIPPA-RING,4021,QLD,BRI
ROTHWELL,4022,QLD,BRI
ROYAL BRISBANE HOSPITAL,4029,QLD,BRI
EILDON HILL,4030,QLD,BRI
KALINGA,4030,QLD,BRI
LUTWYCHE,4030,QLD,BRI
WINDSOR,4030,QLD,BRI
WOOLOOWIN,4030,QLD,BRI
GLEN KEDRON,4031,QLD,BRI
GORDON PARK,4031,QLD,BRI
KEDRON,4031,QLD,BRI
CHERMSIDE,4032,QLD,BRI
CHERMSIDE BC,4032,QLD,BRI
CHERMSIDE CENTRE,4032,QLD,BRI
CHERMSIDE SOUTH,4032,QLD,BRI
CHERMSIDE WEST,4032,QLD,BRI
CRAIGSLEA,4032,QLD,BRI
ASPLEY,4034,QLD,BRI
BOONDALL,4034,QLD,BRI
CARSELDINE,4034,QLD,BRI
GEEBUNG,4034,QLD,BRI
ZILLMERE,4034,QLD,BRI
ALBANY CREEK,4035,QLD,BRI
BRIDGEMAN DOWNS,4035,QLD,BRI
BALD HILLS,4036,QLD,BRI
EATONS HILL,4037,QLD,BRI
ALDERLEY,4051,QLD,BRI
ENOGGERA,4051,QLD,BRI
GAYTHORNE,4051,QLD,BRI
GRANGE,4051,QLD,BRI
NEWMARKET,4051,QLD,BRI
THE GRANGE,4051,QLD,BRI
WILSTON,4051,QLD,BRI
BROOKSIDE CENTRE,4053,QLD,BRI
EVERTON HILLS,4053,QLD,BRI
EVERTON PARK,4053,QLD,BRI
MCDOWALL,4053,QLD,BRI
MITCHELTON,4053,QLD,BRI
OXFORD PARK,4053,QLD,BRI
SOMERSET HILLS,4053,QLD,BRI
STAFFORD,4053,QLD,BRI
STAFFORD BC,4053,QLD,BRI
STAFFORD CITY,4053,QLD,BRI
STAFFORD DC,4053,QLD,BRI
STAFFORD HEIGHTS,4053,QLD,BRI
ARANA HILLS,4054,QLD,BRI
GROVELY,4054,QLD,BRI
KEPERRA,4054,QLD,BRI
BUNYA,4055,QLD,BRI
FERNY GROVE,4055,QLD,BRI
FERNY HILLS,4055,QLD,BRI
FERNY HILLS DC,4055,QLD,BRI
KEDRON UPPER,4055,QLD,BRI
UPPER KEDRON,4055,QLD,BRI
BALLYMORE,4059,QLD,BRI
ITHACA,4059,QLD,BRI
KELVIN GROVE,4059,QLD,BRI
KELVIN GROVE BC,4059,QLD,BRI
KELVIN GROVE DC,4059,QLD,BRI
NORMANBY,4059,QLD,BRI
RED HILL,4059,QLD,BRI
ASHGROVE,4060,QLD,BRI
ASHGROVE WEST,4060,QLD,BRI
DORRINGTON,4060,QLD,BRI
ST JOHNS WOOD,4060,QLD,BRI
THE GAP,4061,QLD,BRI
BAROONA,4064,QLD,BRI
MILTON,4064,QLD,BRI
MILTON BC,4064,QLD,BRI
PADDINGTON,4064,QLD,BRI
ROSALIE,4064,QLD,BRI
BARDON,4065,QLD,BRI
BARDON WEST,4065,QLD,BRI
JUBILEE,4065,QLD,BRI
RAINWORTH,4065,QLD,BRI
AUCHENFLOWER,4066,QLD,BRI
MOUNT COOT-THA,4066,QLD,BRI
STUARTHOLME,4066,QLD,BRI
TOOWONG,4066,QLD,BRI
TOOWONG BC,4066,QLD,BRI
TOOWONG DC,4066,QLD,BRI
TORWOOD,4066,QLD,BRI
IRONSIDE,4067,QLD,BRI
SAINT LUCIA,4067,QLD,BRI
ST LUCIA,4067,QLD,BRI
ST LUCIA SOUTH,4067,QLD,BRI
CHELMER,4068,QLD,BRI
INDOOROOPILLY,4068,QLD,BRI
INDOOROOPILLY CENTRE,4068,QLD,BRI
LONG POCKET,4068,QLD,BRI
TARINGA,4068,QLD,BRI
BROOKFIELD,4069,QLD,BRI
CHAPEL HILL,4069,QLD,BRI
FIG TREE POCKET,4069,QLD,BRI
KENMORE,4069,QLD,BRI
KENMORE DC,4069,QLD,BRI
KENMORE EAST,4069,QLD,BRI
KENMORE HILLS,4069,QLD,BRI
LONE PINE,4069,QLD,BRI
PINJARRA HILLS,4069,QLD,BRI
PULLENVALE,4069,QLD,BRI
UPPER BROOKFIELD,4069,QLD,BRI
ANSTEAD,4070,QLD,BRI
BELLBOWRIE,4070,QLD,BRI
MOGGILL,4070,QLD,BRI
PRIORS POCKET,4070,QLD,BRI
UNIVERSITY OF QUEENSLAND,4072,QLD,BRI
SEVENTEEN MILE ROCKS,4073,QLD,BRI
SINNAMON PARK,4073,QLD,BRI
JAMBOREE HEIGHTS,4074,QLD,BRI
JINDALEE,4074,QLD,BRI
MIDDLE PARK,4074,QLD,BRI
MOUNT OMMANEY,4074,QLD,BRI
RIVERHILLS,4074,QLD,BRI
SUMNER,4074,QLD,BRI
SUMNER PARK BC,4074,QLD,BRI
WESTLAKE,4074,QLD,BRI
CORINDA,4075,QLD,BRI
GRACEVILLE,4075,QLD,BRI
GRACEVILLE EAST,4075,QLD,BRI
OXLEY,4075,QLD,BRI
SHERWOOD,4075,QLD,BRI
DARRA,4076,QLD,BRI
WACOL,4076,QLD,BRI
WACOL EAST IMMIGRATION CENTRE,4076,QLD,BRI
DOOLANDELLA,4077,QLD,BRI
DURACK,4077,QLD,BRI
INALA,4077,QLD,BRI
INALA EAST,4077,QLD,BRI
INALA HEIGHTS,4077,QLD,BRI
INALA WEST,4077,QLD,BRI
RICHLANDS,4077,QLD,BRI
RICHLANDS BC,4077,QLD,BRI
RICHLANDS DC,4077,QLD,BRI
SERVICETON,4077,QLD,BRI
ELLEN GROVE,4078,QLD,BRI
FOREST LAKE,4078,QLD,BRI
HIGHGATE HILL,4101,QLD,BRI
MATER HILL,4101,QLD,BRI
MATER HOSPITAL,4101,QLD,BRI
SOUTH BANK,4101,QLD,BRI
SOUTH BRISBANE,4101,QLD,BRI
SOUTH BRISBANE BC,4101,QLD,BRI
WEST END,4101,QLD,BRI
BURANDA,4102,QLD,BRI
DUTTON PARK,4102,QLD,BRI
PRINCESS ALEXANDRA HOSPITAL,4102,QLD,BRI
WOOLLOONGABBA,4102,QLD,BRI
ANNERLEY,4103,QLD,BRI
ANNERLEY DC,4103,QLD,BRI
FAIRFIELD,4103,QLD,BRI
FAIRFIELD GARDENS,4103,QLD,BRI
THOMPSON ESTATE,4103,QLD,BRI
YERONGA,4104,QLD,BRI
YERONGA WEST,4104,QLD,BRI
