SUBURB,POSTCODE,ComCat,Region
PLUMPTON,3427,PLUMPTON3427,MEL
PLYMPTON,5038,PLYMPTON5038,ADL
PLYMPTON PARK,5038,PLYMPTON PARK5038,ADL
POINT ARKWRIGHT,4573,POINT ARKWRIGHT4573,SUN
POINT CLARE,2250,POINT CLARE2250,CCT
POINT COOK,3030,POINT COOK3030,MEL
POINT FREDERICK,2250,POINT FREDERICK2250,CCT
POINT HALLORAN,4165,POINT HALLORAN4165,BRI
POINT LEO,3916,POINT LEO3916,MEL
POINT LONSDALE,3225,POINT LONSDALE3225,GEE
POINT TALBURPIN,4165,POINT TALBURPIN4165,BRI
POINT VERNON,4655,POINT VERNON4655,MYB
POINT WOLSTONCROFT,2259,POINT WOLSTONCROFT2259,CCT
POKOLBIN,2320,POKOLBIN2320,NEW
POMONA,4568,POMONA4568,SUN
POORAKA,5095,POORAKA5095,ADL
POREPUNKAH,3740,POREPUNKAH3740,ALB
PORT ADELAIDE,5015,PORT ADELAIDE5015,ADL
PORT ADELAIDE BC,5015,PORT ADELAIDE BC5015,ADL
PORT ADELAIDE DC,5015,PORT ADELAIDE DC5015,ADL
PORT ALMA,4699,PORT ALMA4699,CAP
PORT CURTIS,4700,PORT CURTIS4700,CAP
PORT DOUGLAS,4877,PORT DOUGLAS4877,CNS
PORT KEMBLA,2505,PORT KEMBLA2505,WOL
PORT KENNEDY,6172,PORT KENNEDY6172,PER
PORT MACQUARIE,2444,PORT MACQUARIE2444,PQQ
PORT MACQUARIE BC,2444,PORT MACQUARIE BC2444,PQQ
PORT MELBOURNE,3207,PORT MELBOURNE3207,MEL
PORT NOARLUNGA,5167,PORT NOARLUNGA5167,ADL
PORT NOARLUNGA SOUTH,5167,PORT NOARLUNGA SOUTH5167,ADL
PORT OF BRISBANE,4178,PORT OF BRISBANE4178,BRI
PORT STANVAC,5160,PORT STANVAC5160,ADL
PORT WILLUNGA,5173,PORT WILLUNGA5173,ADL
PORTARLINGTON,3223,PORTARLINGTON3223,GEE
PORTSEA,3944,PORTSEA3944,MEL
PORTSMITH,4870,PORTSMITH4870,CNS
POSSUM BRUSH,2430,POSSUM BRUSH2430,PQQ
POSTANS,6167,POSTANS6167,PER
POSTMANS RIDGE,4352,POSTMANS RIDGE4352,TOO
POTTSVILLE,2489,POTTSVILLE2489,GLD
POTTSVILLE BEACH,2489,POTTSVILLE BEACH2489,GLD
PRAHRAN,3181,PRAHRAN3181,MEL
PRAHRAN EAST,3181,PRAHRAN EAST3181,MEL
PRESERVATION BAY,7316,PRESERVATION BAY7316,DPO
PRESTON,3072,PRESTON3072,MEL
PRESTON SOUTH,3072,PRESTON SOUTH3072,MEL
PRESTON WEST,3072,PRESTON WEST3072,MEL
PRETTY BEACH,2257,PRETTY BEACH2257,CCT
PRIESTDALE,4127,PRIESTDALE4127,BRI
PRIESTS GULLY,4123,PRIESTS GULLY4123,BRI
PRIMBEE,2502,PRIMBEE2502,WOL
PRINCE HENRY HEIGHTS,4350,PRINCE HENRY HEIGHTS4350,TOO
PRINCES HILL,3054,PRINCES HILL3054,MEL
PRINCESS ALEXANDRA HOSPITAL,4102,PRINCESS ALEXANDRA HOSPITAL4102,BRI
PRIORS POCKET,4070,PRIORS POCKET4070,BRI
PROSERPINE,4800,PROSERPINE4800,MKY
PROSPECT,5082,PROSPECT5082,ADL
PROSPECT,7250,PROSPECT7250,LAU
PROSPECT EAST,5082,PROSPECT EAST5082,ADL
PROSPECT VALE,7250,PROSPECT VALE7250,LAU
PROSPECT WEST,5082,PROSPECT WEST5082,ADL
PULLENVALE,4069,PULLENVALE4069,BRI
PUNCHBOWL,7249,PUNCHBOWL7249,LAU
PURFLEET,2430,PURFLEET2430,PQQ
PURONO PARK,4818,PURONO PARK4818,TVL
PYRAMID,4865,PYRAMID4865,CNS
Q SUPERCENTRE,4218,Q SUPERCENTRE4218,GLD
QUARRY HILL,3550,QUARRY HILL3550,BEN
QUEANBEYAN,2620,QUEANBEYAN2620,CBR
QUEANBEYAN DC,2620,QUEANBEYAN DC2620,CBR
QUEANBEYAN EAST,2620,QUEANBEYAN EAST2620,CBR
QUEANBEYAN WEST,2620,QUEANBEYAN WEST2620,CBR
QUEENS BEACH,4805,QUEENS BEACH4805,MKY
QUEENS DOMAIN,7000,QUEENS DOMAIN7000,TAS
QUEENS PARK,6107,QUEENS PARK6107,PER
QUEENSCLIFF,3225,QUEENSCLIFF3225,GEE
QUEENSTOWN,5014,QUEENSTOWN5014,ADL
QUEENTON,4820,QUEENTON4820,TVL
QUINNS ROCKS,6030,QUINNS ROCKS6030,PER
QUNABA,4670,QUNABA4670,BDB
QUOIBA,7310,QUOIBA7310,DPO
RACECOURSE,4740,RACECOURSE4740,MKY
RACEVIEW,4305,RACEVIEW4305,BRI
RAGLAN,2795,RAGLAN2795,OAG
RAILWAY ESTATE,4810,RAILWAY ESTATE4810,TVL
RAINBOW BAY,4225,RAINBOW BAY4225,GLD
RAINBOW FLAT,2430,RAINBOW FLAT2430,PQQ
RAINWORTH,4065,RAINWORTH4065,BRI
RALEIGH,2454,RALEIGH2454,CFS
RANGEVILLE,4350,RANGEVILLE4350,TOO
RANGEWOOD,4817,RANGEWOOD4817,TVL
RANKIN PARK,2287,RANKIN PARK2287,NEW
RANSOME,4154,RANSOME4154,BRI
RASMUSSEN,4815,RASMUSSEN4815,TVL
RATHMINES,2283,RATHMINES2283,NEW
RAVENHALL,3023,RAVENHALL3023,MEL
RAVENSWOOD,6208,RAVENSWOOD6208,PER
RAVENSWOOD,7250,RAVENSWOOD7250,LAU
RAWDON ISLAND,2446,RAWDON ISLAND2446,PQQ
RAWORTH,2321,RAWORTH2321,NEW
RAYMOND TERRACE,2324,RAYMOND TERRACE2324,NEW
RAYMOND TERRACE EAST,2324,RAYMOND TERRACE EAST2324,NEW
RED HEAD,2430,RED HEAD2430,PQQ
RED HILL,2603,RED HILL2603,CBR
RED HILL,3937,RED HILL3937,MEL
RED HILL,4059,RED HILL4059,BRI
RED HILL ROCKHAMPTON,4701,RED HILL ROCKHAMPTON4701,CAP
RED HILL SOUTH,3937,RED HILL SOUTH3937,MEL
RED ROCK,2456,RED ROCK2456,CFS
REDAN,3350,REDAN3350,GEE
REDBANK,4301,REDBANK4301,BRI
REDBANK PLAINS,4301,REDBANK PLAINS4301,BRI
REDBOURNBERRY,2330,REDBOURNBERRY2330,NEW
REDCLIFFE,4020,REDCLIFFE4020,BRI
REDCLIFFE,6104,REDCLIFFE6104,PER
REDCLIFFE NORTH,4020,REDCLIFFE NORTH4020,BRI
REDHEAD,2290,REDHEAD2290,NEW
REDLAND BAY,4165,REDLAND BAY4165,BRI
REDLYNCH,4870,REDLYNCH4870,CNS
REDRIDGE,4660,REDRIDGE4660,BDB
REDWOOD,4350,REDWOOD4350,TOO
REDWOOD PARK,5097,REDWOOD PARK5097,ADL
REEDY CREEK,4227,REEDY CREEK4227,GLD
REGENCY DOWNS,4341,REGENCY DOWNS4341,TOO
REGENCY PARK,5010,REGENCY PARK5010,ADL
REGENCY PARK,5942,REGENCY PARK5942,ADL
REGENCY PARK BC,5010,REGENCY PARK BC5010,ADL
REGENTS PARK,4118,REGENTS PARK4118,BRI
REID,2612,REID2612,CBR
REID,5118,REID5118,ADL
REID RIVER,4816,REID RIVER4816,TVL
REIDTOWN,2519,REIDTOWN2519,WOL
RENOWN PARK,5008,RENOWN PARK5008,ADL
RENWICK,2575,RENWICK2575,WOL
REPTON,2454,REPTON2454,CFS
RESEARCH,3095,RESEARCH3095,MEL
RESERVOIR,3073,RESERVOIR3073,MEL
RESERVOIR EAST,3073,RESERVOIR EAST3073,MEL
RESERVOIR NORTH,3073,RESERVOIR NORTH3073,MEL
RESERVOIR SOUTH,3073,RESERVOIR SOUTH3073,MEL
REYNELLA,5161,REYNELLA5161,ADL
REYNELLA EAST,5161,REYNELLA EAST5161,ADL
RIALTO,4218,RIALTO4218,GLD
RICHARDSON,2905,RICHARDSON2905,CBR
RICHLANDS,4077,RICHLANDS4077,BRI
RICHLANDS BC,4077,RICHLANDS BC4077,BRI
RICHLANDS DC,4077,RICHLANDS DC4077,BRI
RICHMOND,3121,RICHMOND3121,MEL
RICHMOND,4740,RICHMOND4740,MKY
RICHMOND,5033,RICHMOND5033,ADL
RICHMOND,7025,RICHMOND7025,TAS
RICHMOND EAST,3121,RICHMOND EAST3121,MEL
RICHMOND HILL,2480,RICHMOND HILL2480,NTH
RICHMOND HILL,4820,RICHMOND HILL4820,TVL
RICHMOND NORTH,3121,RICHMOND NORTH3121,MEL
RICHMOND SOUTH,3121,RICHMOND SOUTH3121,MEL
RIDGEHAVEN,5097,RIDGEHAVEN5097,ADL
RIDGEWOOD,6030,RIDGEWOOD6030,PER
RIDLEYTON,5008,RIDLEYTON5008,ADL
RINGWOOD,3134,RINGWOOD3134,MEL
RINGWOOD EAST,3135,RINGWOOD EAST3135,MEL
RINGWOOD NORTH,3134,RINGWOOD NORTH3134,MEL
RIO VISTA,4218,RIO VISTA4218,GLD
RIPPLESIDE,3215,RIPPLESIDE3215,GEE
RIPPONLEA,3185,RIPPONLEA3185,MEL
RISDON,7017,RISDON7017,TAS
RISDON VALE,7016,RISDON VALE7016,TAS
RISING SUN,4812,RISING SUN4812,TVL
RIVER HEADS,4655,RIVER HEADS4655,MYB
RIVERBEND,4280,RIVERBEND4280,BRI
RIVERHILLS,4074,RIVERHILLS4074,BRI
RIVERSIDE,7250,RIVERSIDE7250,LAU
RIVERSIDE CENTRE,4001,RIVERSIDE CENTRE4001,BRI
RIVERTON,6148,RIVERTON6148,PER
RIVERVALE,6103,RIVERVALE6103,PER
RIVERVIEW,4303,RIVERVIEW4303,BRI
RIVETT,2611,RIVETT2611,CBR
ROBERTSON,2577,ROBERTSON2577,WOL
ROBERTSON,4109,ROBERTSON4109,BRI
ROBIN HILL,2795,ROBIN HILL2795,OAG
ROBINA,4226,ROBINA4226,GLD
ROBINA DC,4226,ROBINA DC4226,GLD
ROBINA TOWN CENTRE,4230,ROBINA TOWN CENTRE4230,GLD
ROBINSON,3019,ROBINSON3019,MEL
ROCHEDALE,4123,ROCHEDALE4123,BRI
ROCHEDALE SOUTH,4123,ROCHEDALE SOUTH4123,BRI
ROCHERLEA,7248,ROCHERLEA7248,LAU
ROCHES BEACH,7170,ROCHES BEACH7170,TAS
ROCKBANK,3335,ROCKBANK3335,MEL
ROCKHAMPTON,4700,ROCKHAMPTON4700,CAP
ROCKHAMPTON CITY,4700,ROCKHAMPTON CITY4700,CAP
ROCKHAMPTON DC,4701,ROCKHAMPTON DC4701,CAP
ROCKHAMPTON HOSPITAL,4700,ROCKHAMPTON HOSPITAL4700,CAP
ROCKHAMPTON NORTH,4701,ROCKHAMPTON NORTH4701,CAP
ROCKHAMPTON SHOPPING FAIR,4701,ROCKHAMPTON SHOPPING FAIR4701,CAP
ROCKINGHAM,6168,ROCKINGHAM6168,PER
ROCKINGHAM,6968,ROCKINGHAM6968,PER
ROCKINGHAM BEACH,6168,ROCKINGHAM BEACH6168,PER
ROCKINGHAM BEACH,6969,ROCKINGHAM BEACH6969,PER
ROCKINGHAM DC,6168,ROCKINGHAM DC6168,PER
ROCKINGHAM DC,6967,ROCKINGHAM DC6967,PER
ROCKLEA,4106,ROCKLEA4106,BRI
ROCKLEA DC,4106,ROCKLEA DC4106,BRI
ROCKVILLE,4350,ROCKVILLE4350,TOO
ROCKY POINT,2259,ROCKY POINT2259,CCT
ROCKYVIEW,4701,ROCKYVIEW4701,CAP
ROKEBY,7019,ROKEBY7019,TAS
ROLEYSTONE,6111,ROLEYSTONE6111,PER
ROLLINGSTONE,4816,ROLLINGSTONE4816,TVL
ROMAINE,7320,ROMAINE7320,DPO
ROSALIE,4064,ROSALIE4064,BRI
ROSANNA,3084,ROSANNA3084,MEL
ROSE BAY,4805,ROSE BAY4805,MKY
ROSE BAY,7015,ROSE BAY7015,TAS
ROSE PARK,5067,ROSE PARK5067,ADL
ROSEBUD,3939,ROSEBUD3939,MEL
ROSEBUD PLAZA,3939,ROSEBUD PLAZA3939,MEL
ROSEBUD WEST,3940,ROSEBUD WEST3940,MEL
ROSEDALE,5350,ROSEDALE5350,ADL
ROSEHILL,4370,ROSEHILL4370,TOO
ROSEMOUNT,4560,ROSEMOUNT4560,SUN
ROSENEATH,4811,ROSENEATH4811,TVL
ROSENTHAL HEIGHTS,4370,ROSENTHAL HEIGHTS4370,TOO
ROSETTA,7010,ROSETTA7010,TAS
ROSEVEARS,7277,ROSEVEARS7277,LAU
ROSEWATER,5013,ROSEWATER5013,ADL
ROSEWATER EAST,5013,ROSEWATER EAST5013,ADL
ROSNY,7018,ROSNY7018,TAS
ROSNY PARK,7018,ROSNY PARK7018,TAS
ROSSLEA,4812,ROSSLEA4812,TVL
ROSSLYN,4703,ROSSLYN4703,CAP
ROSSLYN PARK,5072,ROSSLYN PARK5072,ADL
ROSSMOYNE,6148,ROSSMOYNE6148,PER
ROSTREVOR,5073,ROSTREVOR5073,ADL
ROTHBURY,2320,ROTHBURY2320,NEW
ROTHWELL,4022,ROTHWELL4022,BRI
ROUND HILL,7320,ROUND HILL7320,DPO
ROUND MOUNTAIN,2484,ROUND MOUNTAIN2484,GLD
ROWES BAY,4810,ROWES BAY4810,TVL
ROWLAND FLAT,5352,ROWLAND FLAT5352,ADL
ROWVILLE,3178,ROWVILLE3178,MEL
ROXBURGH PARK,3064,ROXBURGH PARK3064,MEL
ROYAL BRISBANE HOSPITAL,4029,ROYAL BRISBANE HOSPITAL4029,BRI
ROYAL MELBOURNE HOSPITAL,3050,ROYAL MELBOURNE HOSPITAL3050,MEL
ROYAL PARK,5014,ROYAL PARK5014,ADL
ROYSTON PARK,5070,ROYSTON PARK5070,ADL
RUNAWAY BAY,4216,RUNAWAY BAY4216,GLD
RUNCORN,4113,RUNCORN4113,BRI
RUNDLE MALL,5000,RUNDLE MALL5000,ADL
RUPERTSWOOD,4817,RUPERTSWOOD4817,TVL
RURAL VIEW,4740,RURAL VIEW4740,MKY
RUSSELL,2600,RUSSELL2600,CBR
RUSSELL HILL,2600,RUSSELL HILL2600,CBR
RUSSELL VALE,2517,RUSSELL VALE2517,WOL
RUTHERFORD,2320,RUTHERFORD2320,NEW
RUTHERGLEN,3685,RUTHERGLEN3685,ALB
RYE,3941,RYE3941,MEL
RYHOPE,2283,RYHOPE2283,NEW
SADDLEBACK MOUNTAIN,2533,SADDLEBACK MOUNTAIN2533,WOL
SADLIERS CROSSING,4305,SADLIERS CROSSING4305,BRI
SAFETY BAY,6169,SAFETY BAY6169,PER
SAFETY BEACH,2456,SAFETY BEACH2456,CFS
SAFETY BEACH,3936,SAFETY BEACH3936,MEL
SAILORS GULLY,3556,SAILORS GULLY3556,BEN
SAINT HELENA,3088,SAINT HELENA3088,MEL
SAINT KILDA,3182,SAINT KILDA3182,MEL
SAINT LEONARDS,3223,SAINT LEONARDS3223,GEE
SAINT LUCIA,4067,SAINT LUCIA4067,BRI
SALAMANDER BAY,2317,SALAMANDER BAY2317,NEW
SALISBURY,4107,SALISBURY4107,BRI
SALISBURY,5108,SALISBURY5108,ADL
SALISBURY DOWNS,5108,SALISBURY DOWNS5108,ADL
SALISBURY EAST,4107,SALISBURY EAST4107,BRI
SALISBURY EAST,5109,SALISBURY EAST5109,ADL
SALISBURY EAST NORTHBRI AV,5109,SALISBURY EAST NORTHBRI AV5109,ADL
SALISBURY EAST NORTHBRI AVE,5109,SALISBURY EAST NORTHBRI AVE5109,ADL
SALISBURY HEIGHTS,5109,SALISBURY HEIGHTS5109,ADL
SALISBURY NORTH,5108,SALISBURY NORTH5108,ADL
SALISBURY NORTH WHITES ROAD,5108,SALISBURY NORTH WHITES ROAD5108,ADL
SALISBURY PARK,5109,SALISBURY PARK5109,ADL
SALISBURY PLAIN,5109,SALISBURY PLAIN5109,ADL
SALISBURY SOUTH,5106,SALISBURY SOUTH5106,ADL
SALISBURY SOUTH BC,5106,SALISBURY SOUTH BC5106,ADL
SALISBURY SOUTH DC,5106,SALISBURY SOUTH DC5106,ADL
SALONIKA BEACH,4740,SALONIKA BEACH4740,MKY
SALT ASH,2318,SALT ASH2318,NEW
SALTER POINT,6152,SALTER POINT6152,PER
SALTWATER,2430,SALTWATER2430,PQQ
SAMFORD,4520,SAMFORD4520,BRI
SAMFORD VALLEY,4520,SAMFORD VALLEY4520,BRI
SAMFORD VILLAGE,4520,SAMFORD VILLAGE4520,BRI
SAMSON,6163,SAMSON6163,PER
SAN REMO,2262,SAN REMO2262,CCT
SAN REMO,6210,SAN REMO6210,PER
SANCROX,2446,SANCROX2446,PQQ
SANCTUARY COVE,4212,SANCTUARY COVE4212,GLD
SANDGATE,2304,SANDGATE2304,NEW
SANDGATE,4017,SANDGATE4017,BRI
SANDGATE DC,4017,SANDGATE DC4017,BRI
SANDHILL,7249,SANDHILL7249,LAU
SANDHURST,3977,SANDHURST3977,MEL
SANDRINGHAM,3191,SANDRINGHAM3191,MEL
SANDSTONE POINT,4511,SANDSTONE POINT4511,BRI
SANDY BAY,7005,SANDY BAY7005,TAS
SANDY BAY,7006,SANDY BAY7006,TAS
SANDY BEACH,2456,SANDY BEACH2456,CFS
SANDY CREEK,5350,SANDY CREEK5350,ADL
SANTA BARBARA,4212,SANTA BARBARA4212,GLD
SANTA FE HEIGHTS,4670,SANTA FE HEIGHTS4670,BDB
SAPPHIRE BEACH,2450,SAPPHIRE BEACH2450,CFS
SARATOGA,2251,SARATOGA2251,CCT
SARINA,4737,SARINA4737,MKY
SAUNDERS BEACH,4818,SAUNDERS BEACH4818,TVL
SAWTELL,2452,SAWTELL2452,CFS
SAWYERS GULLY,2326,SAWYERS GULLY2326,NEW
SCARBOROUGH,2515,SCARBOROUGH2515,WOL
SCARBOROUGH,4020,SCARBOROUGH4020,BRI
SCARBOROUGH,6019,SCARBOROUGH6019,PER
SCARBOROUGH,6922,SCARBOROUGH6922,PER
SCARNESS,4655,SCARNESS4655,MYB
SCORESBY,3179,SCORESBY3179,MEL
SCORESBY BC,3176,SCORESBY BC3176,MEL
SCOTTS HEAD,2447,SCOTTS HEAD2447,CFS
SCOTTS POINT,4019,SCOTTS POINT4019,BRI
SCOTTSDALE,7260,SCOTTSDALE7260,LAU
SCULLIN,2614,SCULLIN2614,CBR
SEABROOK,3028,SEABROOK3028,MEL
SEACLIFF,5049,SEACLIFF5049,ADL
SEACLIFF PARK,5049,SEACLIFF PARK5049,ADL
SEACOMBE GARDENS,5047,SEACOMBE GARDENS5047,ADL
SEACOMBE HEIGHTS,5047,SEACOMBE HEIGHTS5047,ADL
SEAFORD,3198,SEAFORD3198,MEL
SEAFORD,5169,SEAFORD5169,ADL
SEAFORD HEIGHTS,5169,SEAFORD HEIGHTS5169,ADL
SEAFORD MEADOWS,5169,SEAFORD MEADOWS5169,ADL
SEAFORD RISE,5169,SEAFORD RISE5169,ADL
SEAHAMPTON,2286,SEAHAMPTON2286,NEW
SEAHOLME,3018,SEAHOLME3018,MEL
SEATON,5023,SEATON5023,ADL
SEATON NORTH,5023,SEATON NORTH5023,ADL
SEAVIEW DOWNS,5049,SEAVIEW DOWNS5049,ADL
SEBASTOPOL,3356,SEBASTOPOL3356,GEE
SECRET HARBOUR,6173,SECRET HARBOUR6173,PER
SEDDON,3011,SEDDON3011,MEL
SEDDON WEST,3011,SEDDON WEST3011,MEL
SEFTON PARK,5083,SEFTON PARK5083,ADL
SELLHEIM,4816,SELLHEIM4816,TVL
SELLICKS BEACH,5174,SELLICKS BEACH5174,ADL
SELLICKS HILL,5174,SELLICKS HILL5174,ADL
SEMAPHORE,5019,SEMAPHORE5019,ADL
SEMAPHORE PARK,5019,SEMAPHORE PARK5019,ADL
SEMAPHORE SOUTH,5019,SEMAPHORE SOUTH5019,ADL
SEPPELTSFIELD,5355,SEPPELTSFIELD5355,ADL
SERVICETON,4077,SERVICETON4077,BRI
SETTLEMENT CITY,2444,SETTLEMENT CITY2444,PQQ
SEVEN HILLS,4170,SEVEN HILLS4170,BRI
SEVEN MILE BEACH,7170,SEVEN MILE BEACH7170,TAS
SEVENTEEN MILE ROCKS,4073,SEVENTEEN MILE ROCKS4073,BRI
SEVERNLEA,4380,SEVERNLEA4380,TOO
SEVILLE GROVE,6112,SEVILLE GROVE6112,PER
SHAILER PARK,4128,SHAILER PARK4128,BRI
SHARON,4670,SHARON4670,BDB
SHAW,4818,SHAW4818,TVL
SHEIDOW PARK,5158,SHEIDOW PARK5158,ADL
SHELDON,4157,SHELDON4157,BRI
SHELL COVE,2529,SHELL COVE2529,WOL
SHELLEY,6148,SHELLEY6148,PER
SHELLHARBOUR,2529,SHELLHARBOUR2529,WOL
SHELLHARBOUR CITY CENTRE,2529,SHELLHARBOUR CITY CENTRE2529,WOL
SHELLHARBOUR SQUARE,2529,SHELLHARBOUR SQUARE2529,WOL
SHELLY BEACH,2261,SHELLY BEACH2261,CCT
SHELLY BEACH,4551,SHELLY BEACH4551,SUN
SHELLY BEACH,4810,SHELLY BEACH4810,TVL
SHENTON PARK,6008,SHENTON PARK6008,PER
SHERWOOD,4075,SHERWOOD4075,BRI
SHOAL BAY,2315,SHOAL BAY2315,NEW
SHOAL POINT,4750,SHOAL POINT4750,MKY
SHOALHAVEN HEADS,2535,SHOALHAVEN HEADS2535,WOL
SHOALWATER,6169,SHOALWATER6169,PER
SHOREHAM,3916,SHOREHAM3916,MEL
SHOREWELL PARK,7320,SHOREWELL PARK7320,DPO
SHORNCLIFFE,4017,SHORNCLIFFE4017,BRI
SHORTLAND,2307,SHORTLAND2307,NEW
SHUTEHAVEN,4802,SHUTEHAVEN4802,MKY
SIDMOUTH,7270,SIDMOUTH7270,LAU
SILKSTONE,4304,SILKSTONE4304,BRI
SILKWOOD,4856,SILKWOOD4856,CNS
SILVER CREEK,3747,SILVER CREEK3747,ALB
SILVER SANDS,5173,SILVER SANDS5173,ADL
SILVER SANDS,6210,SILVER SANDS6210,PER
SILVERWATER,2264,SILVERWATER2264,NEW
SINAGRA,6065,SINAGRA6065,PER
SINGLETON,2330,SINGLETON2330,NEW
SINGLETON,6175,SINGLETON6175,PER
SINGLETON HEIGHTS,2330,SINGLETON HEIGHTS2330,NEW
SINNAMON PARK,4073,SINNAMON PARK4073,BRI
SIPPY DOWNS,4556,SIPPY DOWNS4556,SUN
SKENNARS HEAD,2478,SKENNARS HEAD2478,NTH
SKYE,3977,SKYE3977,MEL
SKYE,5072,SKYE5072,ADL
SLACKS CREEK,4127,SLACKS CREEK4127,BRI
SLADE POINT,4740,SLADE POINT4740,MKY
SMITHFIELD,4878,SMITHFIELD4878,CNS
SMITHFIELD,5114,SMITHFIELD5114,ADL
SMITHFIELD PLAINS,5114,SMITHFIELD PLAINS5114,ADL
SMITHFIELD WEST,5114,SMITHFIELD WEST5114,ADL
SOLDIERS HILL,3350,SOLDIERS HILL3350,GEE
SOLDIERS POINT,2317,SOLDIERS POINT2317,NEW
SOMERS,3927,SOMERS3927,MEL
SOMERSBY,2250,SOMERSBY2250,CCT
SOMERSET,7322,SOMERSET7322,DPO
SOMERSET HILLS,4053,SOMERSET HILLS4053,BRI
SOMERTON,3062,SOMERTON3062,MEL
SOMERTON PARK,5044,SOMERTON PARK5044,ADL
SOMERVILLE,3912,SOMERVILLE3912,MEL
SORELL,7172,SORELL7172,TAS
SORRENTO,3943,SORRENTO3943,MEL
SORRENTO,4217,SORRENTO4217,GLD
SORRENTO,6020,SORRENTO6020,PER
SOUTH ALBURY,2640,SOUTH ALBURY2640,ALB
SOUTH BANK,4101,SOUTH BANK4101,BRI
SOUTH BATHURST,2795,SOUTH BATHURST2795,OAG
SOUTH BINGERA,4670,SOUTH BINGERA4670,BDB
SOUTH BRIGHTON,5048,SOUTH BRIGHTON5048,ADL
SOUTH BRISBANE,4101,SOUTH BRISBANE4101,BRI
SOUTH BRISBANE BC,4101,SOUTH BRISBANE BC4101,BRI
SOUTH BURNIE,7320,SOUTH BURNIE7320,DPO
SOUTH FREMANTLE,6162,SOUTH FREMANTLE6162,PER
SOUTH GEELONG,3220,SOUTH GEELONG3220,GEE
SOUTH GOLDEN BEACH,2483,SOUTH GOLDEN BEACH2483,NTH
SOUTH GRAFTON,2460,SOUTH GRAFTON2460,NTH
SOUTH GUILDFORD,6055,SOUTH GUILDFORD6055,PER
SOUTH HOBART,7004,SOUTH HOBART7004,TAS
SOUTH INNISFAIL,4860,SOUTH INNISFAIL4860,CNS
SOUTH JOHNSTONE,4859,SOUTH JOHNSTONE4859,CNS
SOUTH KEMPSEY,2440,SOUTH KEMPSEY2440,PQQ
SOUTH KINGSVILLE,3015,SOUTH KINGSVILLE3015,MEL
SOUTH KOLAN,4670,SOUTH KOLAN4670,BDB
SOUTH LAKE,6164,SOUTH LAKE6164,PER
SOUTH LAUNCESTON,7249,SOUTH LAUNCESTON7249,LAU
SOUTH LISMORE,2480,SOUTH LISMORE2480,NTH
SOUTH MACKAY,4740,SOUTH MACKAY4740,MKY
SOUTH MACLEAN,4280,SOUTH MACLEAN4280,BRI
SOUTH MAITLAND,2320,SOUTH MAITLAND2320,NEW
SOUTH MELBOURNE,3205,SOUTH MELBOURNE3205,MEL
SOUTH MELBOURNE DC,3205,SOUTH MELBOURNE DC3205,MEL
SOUTH MORANG,3752,SOUTH MORANG3752,MEL
SOUTH MURWILLUMBAH,2484,SOUTH MURWILLUMBAH2484,GLD
SOUTH NOWRA,2541,SOUTH NOWRA2541,WOL
SOUTH PERTH,6151,SOUTH PERTH6151,PER
SOUTH PERTH,6951,SOUTH PERTH6951,PER
SOUTH PERTH ANGELO ST,6151,SOUTH PERTH ANGELO ST6151,PER
SOUTH PLYMPTON,5038,SOUTH PLYMPTON5038,ADL
SOUTH TACOMA,2259,SOUTH TACOMA2259,CCT
SOUTH TOOWOOMBA,4350,SOUTH TOOWOOMBA4350,TOO
SOUTH TOWNSVILLE,4810,SOUTH TOWNSVILLE4810,TVL
SOUTH WAGGA WAGGA,2650,SOUTH WAGGA WAGGA2650,YNG
SOUTH WHARF,3006,SOUTH WHARF3006,MEL
SOUTH YARRA,3141,SOUTH YARRA3141,MEL
SOUTH YUNDERUP,6208,SOUTH YUNDERUP6208,PER
SOUTHBANK,3006,SOUTHBANK3006,MEL
SOUTHERN CROSS,4820,SOUTHERN CROSS4820,TVL
SOUTHERN RIVER,6110,SOUTHERN RIVER6110,PER
SOUTHLAND CENTRE,3192,SOUTHLAND CENTRE3192,MEL
SOUTHPORT,4215,SOUTHPORT4215,GLD
SOUTHPORT BC,4215,SOUTHPORT BC4215,GLD
SOUTHPORT PARK,4215,SOUTHPORT PARK4215,GLD
SOUTHSIDE,4570,SOUTHSIDE4570,SUN
SOUTHTOWN,4350,SOUTHTOWN4350,TOO
SOVEREIGN HILL,3350,SOVEREIGN HILL3350,GEE
SOVEREIGN ISLANDS,4216,SOVEREIGN ISLANDS4216,GLD
SPEARWOOD,6163,SPEARWOOD6163,PER
SPEERS POINT,2284,SPEERS POINT2284,NEW
SPENCE,2615,SPENCE2615,CBR
SPLITTERS CREEK,2640,SPLITTERS CREEK2640,ALB
SPOTSWOOD,3015,SPOTSWOOD3015,MEL
SPREYTON,7310,SPREYTON7310,DPO
SPRING CREEK,2800,SPRING CREEK2800,OAG
SPRING GULLY,3550,SPRING GULLY3550,BEN
SPRING HILL,2500,SPRING HILL2500,WOL
SPRING HILL,4000,SPRING HILL4000,BRI
SPRING HILL,4004,SPRING HILL4004,BRI
SPRING MOUNTAIN,4300,SPRING MOUNTAIN4300,BRI
SPRINGDALE HEIGHTS,2641,SPRINGDALE HEIGHTS2641,ALB
SPRINGFIELD,2250,SPRINGFIELD2250,CCT
SPRINGFIELD,4300,SPRINGFIELD4300,BRI
